"EXAMEN","CANTIDADEVALUADOS","NOMBRE_PRUEBA","NOMBRE_SEDE","ID_PROGRAMA_ACAD","NOMBRE_PROGRAMA_ACAD","NOMBRE_GRUPOREF","PROMEDIO_PRUEBA"
"SABER PRO - 2019",17,"Lectura Crítica","Medellín",6510,"Ingenieria Agronomica","Ciencias Agropecuarias",167
"SABER PRO - 2019",43,"Competencias Ciudadanas","Medellín",3786,"Ingenieria Fisica","Ciencias Naturales Y Exactas",167
"SABER PRO - 2019",63,"Comunicación Escrita","Palmira",969,"Ingenieria Agroindustrial","Ingeniería",141
"SABER PRO - 2019",89,"Lectura Crítica","Bogotá",1383,"Biologia","Ciencias Naturales Y Exactas",196
"SABER PRO - 2019",94,"Pensamiento Científico - Ciencias Físicas","Bogotá",5101,"Ingenieria Electrica","Ingeniería",165
"SABER PRO - 2019",68,"Lectura Crítica","Medellín",5064,"Ingenieria Industrial","Ingeniería",177
"SABER PRO - 2019",69,"Inglés","Bogotá",2645,"Nutricion Y Dietetica","Salud",184
"SABER PRO - 2019",82,"Pensamiento Científico - Ciencias Físicas","Bogotá",3667,"Ingenieria Mecanica","Ingeniería",169
"SABER PRO - 2019",32,"Razonamiento Cuantitativo","Medellín",2766,"Ingenieria Forestal","Ingeniería",183
"SABER PRO - 2019",62,"Diseño De Sistemas De Manejo Del Impacto Ambiental","Palmira",1812,"Ingenieria Ambiental","Ingeniería",172
"SABER PRO - 2019",56,"Inglés","Bogotá",4304,"Estadistica","Ciencias Naturales Y Exactas",188
"SABER PRO - 2019",79,"Lectura Crítica","Medellín",428,"Ingenieria Mecanica","Ingeniería",185
"SABER PRO - 2019",28,"Lectura Crítica","Bogotá",3665,"Fisioterapia","Salud",178
"SABER PRO - 2019",61,"Pensamiento Científico - Ciencias Biológicas","Palmira",4789,"Ingenieria Agronomica","Ciencias Agropecuarias",142
"SABER PRO - 2019",43,"Comunicación Escrita","Bogotá",2794,"Artes Plasticas","Bellas Artes Y Diseño",153
"SABER PRO - 2019",114,"Lectura Crítica","Bogotá",5552,"Economia","Economía",191
"SABER PRO - 2019",21,"Comunicación Escrita","Bogotá",4166,"Fonoaudiologia","Salud",162
"SABER PRO - 2019",158,"Inglés","Bogotá",4280,"Ingenieria Quimica","Ingeniería",199
"SABER PRO - 2019",82,"Inglés","Bogotá",3789,"Diseño Industrial","Bellas Artes Y Diseño",195
"SABER PRO - 2019",67,"Lectura Crítica","Manizales",2655,"Arquitectura","Arquitectura Y Urbanismo",173
"SABER PRO - 2019",82,"Comunicación Escrita","Bogotá",3789,"Diseño Industrial","Bellas Artes Y Diseño",153
"SABER PRO - 2019",32,"Generación De Artefactos","Palmira",6535,"Diseño Industrial","Bellas Artes Y Diseño",173
"SABER PRO - 2019",52,"Formulación De Proyectos De Ingeniería","Bogotá",1919,"Ingenieria Mecatronica","Ingeniería",175
"SABER PRO - 2019",79,"Inglés","Medellín",428,"Ingenieria Mecanica","Ingeniería",196
"SABER PRO - 2019",96,"Lectura Crítica","Bogotá",5101,"Ingenieria Electrica","Ingeniería",179
"SABER PRO - 2019",45,"Razonamiento Cuantitativo","Bogotá",1920,"Musica Instrumental","Bellas Artes Y Diseño",154
"SABER PRO - 2019",69,"Comunicación Escrita","Bogotá",2645,"Nutricion Y Dietetica","Salud",159
"SABER PRO - 2019",128,"Gestión Financiera","Manizales",1767,"Administracion De Empresas","Administración Y Afines",154
"SABER PRO - 2019",45,"Inglés","Bogotá",1920,"Musica Instrumental","Bellas Artes Y Diseño",181
"SABER PRO - 2019",40,"Inglés","Medellín",1916,"Construccion","Arquitectura Y Urbanismo",176
"SABER PRO - 2019",30,"Análisis Económico","Medellín",29,"Economia","Economía",163
"SABER PRO - 2019",37,"Comunicación Escrita","Manizales",5245,"Ingenieria Fisica","Ciencias Naturales Y Exactas",149
"SABER PRO - 2019",35,"Razonamiento Cuantitativo","Medellín",5602,"Ingenieria De Petroleos","Ingeniería",214
"SABER PRO - 2019",28,"Producción Pecuaria","Palmira",91,"Zootecnia","Ciencias Agropecuarias",165
"SABER PRO - 2019",62,"Inglés","Bogotá",6948,"Sociologia","Ciencias Sociales",182
"SABER PRO - 2019",12,"Comunicación Escrita","Manizales",95,"Matematicas","Ciencias Naturales Y Exactas",150
"SABER PRO - 2019",12,"Pensamiento Científico - Matemáticas Y Estadística","Manizales",95,"Matematicas","Ciencias Naturales Y Exactas",148
"SABER PRO - 2019",63,"Comunicación Escrita","Bogotá",3033,"Medicina Veterinaria","Ciencias Agropecuarias",154
"SABER PRO - 2019",57,"Inglés","Bogotá",1919,"Ingenieria Mecatronica","Ingeniería",208
"SABER PRO - 2019",41,"Competencias Ciudadanas","Medellín",4808,"Ingenieria Biologica","Ciencias Naturales Y Exactas",176
"SABER PRO - 2019",11,"Inglés","Bogotá",4167,"Terapia Ocupacional","Salud",180
"SABER PRO - 2019",51,"Razonamiento Cuantitativo","Bogotá",3761,"Ingenieria Agricola","Ingeniería",197
"SABER PRO - 2019",37,"Inglés","Manizales",5245,"Ingenieria Fisica","Ciencias Naturales Y Exactas",168
"SABER PRO - 2019",83,"Lectura Crítica","Medellín",4643,"Arquitectura","Arquitectura Y Urbanismo",177
"SABER PRO - 2019",101,"Competencias Ciudadanas","Bogotá",6810,"Arquitectura","Arquitectura Y Urbanismo",169
"SABER PRO - 2019",40,"Razonamiento Cuantitativo","Medellín",1916,"Construccion","Arquitectura Y Urbanismo",189
"SABER PRO - 2019",79,"Competencias Ciudadanas","Medellín",428,"Ingenieria Mecanica","Ingeniería",176
"SABER PRO - 2019",61,"Intervención En Procesos Sociales","Bogotá",3668,"Trabajo Social","Ciencias Sociales",179
"SABER PRO - 2019",116,"Inglés","Bogotá",185,"Ciencia Política","Ciencias Sociales",182
"SABER PRO - 2019",68,"Información Y Control Contable","Bogotá",467,"Contaduria Publica","Contaduría Y Afines",194
"SABER PRO - 2019",38,"Competencias Ciudadanas","Palmira",3728,"Ingenieria Agricola","Ingeniería",134
"SABER PRO - 2019",30,"Competencias Ciudadanas","Medellín",29,"Economia","Economía",190
"SABER PRO - 2019",120,"Competencias Ciudadanas","Bogotá",1469,"Farmacia","Salud",182
"SABER PRO - 2019",191,"Inglés","Bogotá",5658,"Medicina","Medicina",197
"SABER PRO - 2019",32,"Competencias Ciudadanas","Medellín",2766,"Ingenieria Forestal","Ingeniería",158
"SABER PRO - 2019",68,"Pensamiento Científico - Ciencias Biológicas","Bogotá",3139,"Ingenieria Agronomica","Ciencias Agropecuarias",169
"SABER PRO - 2019",83,"Inglés","Medellín",4643,"Arquitectura","Arquitectura Y Urbanismo",186
"SABER PRO - 2019",31,"Inglés","Bogotá",4306,"Historia","Humanidades",197
"SABER PRO - 2019",105,"Comunicación Escrita","Bogotá",55,"Psicologia","Psicología",157
"SABER PRO - 2019",34,"Lectura Crítica","Medellín",1053,"Ingenieria De Control","Ingeniería",170
"SABER PRO - 2019",89,"Razonamiento Cuantitativo","Bogotá",1383,"Biologia","Ciencias Naturales Y Exactas",192
"SABER PRO - 2019",86,"Comunicación Escrita","Bogotá",93,"Quimica","Ciencias Naturales Y Exactas",161
"SABER PRO - 2019",11,"Razonamiento Cuantitativo","Bogotá",4167,"Terapia Ocupacional","Salud",170
"SABER PRO - 2019",63,"Competencias Ciudadanas","Bogotá",3033,"Medicina Veterinaria","Ciencias Agropecuarias",175
"SABER PRO - 2019",41,"Lectura Crítica","Medellín",4808,"Ingenieria Biologica","Ciencias Naturales Y Exactas",189
"SABER PRO - 2019",64,"Formulación De Proyectos De Ingeniería","Manizales",5627,"Ingenieria Quimica","Ingeniería",162
"SABER PRO - 2019",57,"Competencias Ciudadanas","Bogotá",1919,"Ingenieria Mecatronica","Ingeniería",185
"SABER PRO - 2019",116,"Pensamiento Científico - Química","Bogotá",1469,"Farmacia","Salud",170
"SABER PRO - 2019",191,"Razonamiento Cuantitativo","Bogotá",5658,"Medicina","Medicina",194
"SABER PRO - 2019",83,"Comunicación Escrita","Bogotá",3667,"Ingenieria Mecanica","Ingeniería",155
"SABER PRO - 2019",83,"Comunicación Escrita","Medellín",4643,"Arquitectura","Arquitectura Y Urbanismo",143
"SABER PRO - 2019",79,"Pensamiento Científico - Ciencias Físicas","Medellín",428,"Ingenieria Mecanica","Ingeniería",163
"SABER PRO - 2019",112,"Análisis Económico","Bogotá",5552,"Economia","Economía",177
"SABER PRO - 2019",128,"Lectura Crítica","Manizales",1767,"Administracion De Empresas","Administración Y Afines",167
"SABER PRO - 2019",68,"Razonamiento Cuantitativo","Medellín",5064,"Ingenieria Industrial","Ingeniería",199
"SABER PRO - 2019",61,"Lectura Crítica","Bogotá",3084,"Geologia","Ciencias Naturales Y Exactas",190
"SABER PRO - 2019",123,"Comunicación Escrita","Bogotá",6811,"Derecho","Derecho",179
"SABER PRO - 2019",44,"Competencias Ciudadanas","Bogotá",4168,"Zootecnia","Ciencias Agropecuarias",169
"SABER PRO - 2019",55,"Inglés","Palmira",968,"Administracion De Empresas","Administración Y Afines",158
"SABER PRO - 2019",20,"Comunicación Escrita","Manizales",3181,"Gestion Cultural Y Comunicativa","Ciencias Sociales",137
"SABER PRO - 2019",57,"Comunicación Escrita","Bogotá",1919,"Ingenieria Mecatronica","Ingeniería",152
"SABER PRO - 2019",9,"Pensamiento Científico - Matemáticas Y Estadística","Medellín",521,"Matematicas","Ciencias Naturales Y Exactas",163
"SABER PRO - 2019",62,"Competencias Ciudadanas","Bogotá",3668,"Trabajo Social","Ciencias Sociales",184
"SABER PRO - 2019",34,"Formulación De Proyectos De Ingeniería","Medellín",1053,"Ingenieria De Control","Ingeniería",152
"SABER PRO - 2019",31,"Razonamiento Cuantitativo","Bogotá",4306,"Historia","Humanidades",177
"SABER PRO - 2019",56,"Competencias Ciudadanas","Bogotá",4304,"Estadistica","Ciencias Naturales Y Exactas",168
"SABER PRO - 2019",28,"Lectura Crítica","Palmira",91,"Zootecnia","Ciencias Agropecuarias",150
"SABER PRO - 2019",23,"Competencias Ciudadanas","Medellín",183,"Estadistica","Ciencias Naturales Y Exactas",167
"SABER PRO - 2019",72,"Lectura Crítica","Bogotá",5100,"Enfermeria","Enfermería",183
"SABER PRO - 2019",30,"Comunicación Escrita","Medellín",29,"Economia","Economía",147
"SABER PRO - 2019",124,"Pensamiento Científico - Ciencias Físicas","Bogotá",905,"Ingenieria Civil","Ingeniería",163
"SABER PRO - 2019",38,"Comunicación Escrita","Palmira",3728,"Ingenieria Agricola","Ingeniería",134
"SABER PRO - 2019",69,"Lectura Crítica","Bogotá",3666,"Ingenieria Industrial","Ingeniería",196
"SABER PRO - 2019",67,"Razonamiento Cuantitativo","Bogotá",2208,"Odontologia","Salud",179
"SABER PRO - 2019",56,"Lectura Crítica","Bogotá",468,"Ingenieria Electronica","Ingeniería",189
"SABER PRO - 2019",88,"Comunicación Escrita","Bogotá",1383,"Biologia","Ciencias Naturales Y Exactas",164
"SABER PRO - 2019",70,"Atención En Salud","Bogotá",5100,"Enfermeria","Enfermería",196
"SABER PRO - 2019",28,"Inglés","Bogotá",3665,"Fisioterapia","Salud",180
"SABER PRO - 2019",70,"Competencias Ciudadanas","Bogotá",3139,"Ingenieria Agronomica","Ciencias Agropecuarias",169
"SABER PRO - 2019",20,"Producción Pecuaria","Medellín",6355,"Zootecnia","Ciencias Agropecuarias",178
"SABER PRO - 2019",36,"Formulación De Proyectos De Ingeniería","Manizales",5245,"Ingenieria Fisica","Ciencias Naturales Y Exactas",161
"SABER PRO - 2019",17,"Formulación De Proyectos De Ingeniería","Medellín",6510,"Ingenieria Agronomica","Ciencias Agropecuarias",168
"SABER PRO - 2019",123,"Razonamiento Cuantitativo","Bogotá",6811,"Derecho","Derecho",180
"SABER PRO - 2019",61,"Razonamiento Cuantitativo","Bogotá",3084,"Geologia","Ciencias Naturales Y Exactas",200
"SABER PRO - 2019",62,"Inglés","Bogotá",3668,"Trabajo Social","Ciencias Sociales",173
"SABER PRO - 2019",46,"Formulación De Proyectos De Ingeniería","Manizales",6883,"Administracion De Sistemas Informáticos","Ingeniería",153
"SABER PRO - 2019",65,"Lectura Crítica","Manizales",5627,"Ingenieria Quimica","Ingeniería",175
"SABER PRO - 2019",44,"Comunicación Escrita","Bogotá",6444,"Matematicas","Ciencias Naturales Y Exactas",146
"SABER PRO - 2019",55,"Lectura Crítica","Bogotá",6945,"Diseño Grafico","Bellas Artes Y Diseño",190
"SABER PRO - 2019",46,"Inglés","Manizales",6883,"Administracion De Sistemas Informáticos","Ingeniería",165
"SABER PRO - 2019",31,"Lectura Crítica","Bogotá",4306,"Historia","Humanidades",201
"SABER PRO - 2019",158,"Lectura Crítica","Bogotá",4280,"Ingenieria Quimica","Ingeniería",188
"SABER PRO - 2019",44,"Razonamiento Cuantitativo","Bogotá",4168,"Zootecnia","Ciencias Agropecuarias",178
"SABER PRO - 2019",52,"Pensamiento Científico - Ciencias Físicas","Bogotá",1919,"Ingenieria Mecatronica","Ingeniería",176
"SABER PRO - 2019",43,"Lectura Crítica","Bogotá",186,"Cine Y Television","Bellas Artes Y Diseño",190
"SABER PRO - 2019",41,"Producción Pecuaria","Bogotá",4168,"Zootecnia","Ciencias Agropecuarias",187
"SABER PRO - 2019",127,"Razonamiento Cuantitativo","Bogotá",905,"Ingenieria Civil","Ingeniería",217
"SABER PRO - 2019",68,"Producción Agrícola","Bogotá",3139,"Ingenieria Agronomica","Ciencias Agropecuarias",194
"SABER PRO - 2019",105,"Inglés","Bogotá",55,"Psicologia","Psicología",200
"SABER PRO - 2019",34,"Diseño De Sistemas De Control","Medellín",1053,"Ingenieria De Control","Ingeniería",179
"SABER PRO - 2019",17,"Producción Agrícola","Medellín",6510,"Ingenieria Agronomica","Ciencias Agropecuarias",184
"SABER PRO - 2019",41,"Comunicación Escrita","Medellín",4808,"Ingenieria Biologica","Ciencias Naturales Y Exactas",160
"SABER PRO - 2019",68,"Formulación De Proyectos De Ingeniería","Medellín",868,"Ingenieria De Minas Y Metalurgia","Ingeniería",179
"SABER PRO - 2019",191,"Lectura Crítica","Bogotá",5658,"Medicina","Medicina",194
"SABER PRO - 2019",63,"Inglés","Palmira",1812,"Ingenieria Ambiental","Ingeniería",163
"SABER PRO - 2019",17,"Inglés","Medellín",6510,"Ingenieria Agronomica","Ciencias Agropecuarias",166
"SABER PRO - 2019",28,"Competencias Ciudadanas","Bogotá",3665,"Fisioterapia","Salud",171
"SABER PRO - 2019",128,"Gestión De Organizaciones","Manizales",1767,"Administracion De Empresas","Administración Y Afines",169
"SABER PRO - 2019",34,"Comunicación Escrita","Medellín",1053,"Ingenieria De Control","Ingeniería",158
"SABER PRO - 2019",30,"Inglés","Medellín",29,"Economia","Economía",192
"SABER PRO - 2019",82,"Diseño De Sistemas Mecánicos","Bogotá",3667,"Ingenieria Mecanica","Ingeniería",174
"SABER PRO - 2019",81,"Competencias Ciudadanas","Manizales",4686,"Ingenieria Electrica","Ingeniería",155
"SABER PRO - 2019",88,"Razonamiento Cuantitativo","Bogotá",3788,"Antropologia","Ciencias Sociales",178
"SABER PRO - 2019",63,"Competencias Ciudadanas","Manizales",1768,"Ingenieria Electronica","Ingeniería",155
"SABER PRO - 2019",30,"Razonamiento Cuantitativo","Medellín",29,"Economia","Economía",181
"SABER PRO - 2019",33,"Comunicación Escrita","Palmira",6535,"Diseño Industrial","Bellas Artes Y Diseño",138
"SABER PRO - 2019",68,"Lectura Crítica","Bogotá",467,"Contaduria Publica","Contaduría Y Afines",188
"SABER PRO - 2019",32,"Inglés","Medellín",2766,"Ingenieria Forestal","Ingeniería",172
"SABER PRO - 2019",96,"Razonamiento Cuantitativo","Bogotá",5101,"Ingenieria Electrica","Ingeniería",203
"SABER PRO - 2019",43,"Inglés","Medellín",3786,"Ingenieria Fisica","Ciencias Naturales Y Exactas",191
"SABER PRO - 2019",54,"Generación De Artefactos","Bogotá",6945,"Diseño Grafico","Bellas Artes Y Diseño",166
"SABER PRO - 2019",26,"Razonamiento Cuantitativo","Medellín",4303,"Artes Plasticas","Bellas Artes Y Diseño",150
"SABER PRO - 2019",53,"Pensamiento Científico - Ciencias Físicas","Bogotá",468,"Ingenieria Electronica","Ingeniería",165
"SABER PRO - 2019",42,"Inglés","Bogotá",15721,"Español Y Filologia Clasica","Bellas Artes Y Diseño",196
"SABER PRO - 2019",107,"Razonamiento Cuantitativo","Bogotá",5551,"Administracion De Empresas","Administración Y Afines",189
"SABER PRO - 2019",33,"Pensamiento Científico - Ciencias Físicas","Medellín",5602,"Ingenieria De Petroleos","Ingeniería",184
"SABER PRO - 2019",67,"Razonamiento Cuantitativo","Manizales",2655,"Arquitectura","Arquitectura Y Urbanismo",172
"SABER PRO - 2019",63,"Lectura Crítica","Manizales",1768,"Ingenieria Electronica","Ingeniería",165
"SABER PRO - 2019",28,"Atención En Salud","Bogotá",3665,"Fisioterapia","Salud",193
"SABER PRO - 2019",63,"Competencias Ciudadanas","Palmira",1812,"Ingenieria Ambiental","Ingeniería",161
"SABER PRO - 2019",36,"Pensamiento Científico - Ciencias Físicas","Manizales",5245,"Ingenieria Fisica","Ciencias Naturales Y Exactas",160
"SABER PRO - 2019",11,"Atención En Salud","Bogotá",4167,"Terapia Ocupacional","Salud",168
"SABER PRO - 2019",47,"Competencias Ciudadanas","Bogotá",189,"Literatura (Estudios Literarios)","Humanidades",193
"SABER PRO - 2019",56,"Razonamiento Cuantitativo","Bogotá",4304,"Estadistica","Ciencias Naturales Y Exactas",200
"SABER PRO - 2019",37,"Lectura Crítica","Manizales",5245,"Ingenieria Fisica","Ciencias Naturales Y Exactas",154
"SABER PRO - 2019",82,"Lectura Crítica","Bogotá",3789,"Diseño Industrial","Bellas Artes Y Diseño",180
"SABER PRO - 2019",26,"Comunicación Escrita","Medellín",4303,"Artes Plasticas","Bellas Artes Y Diseño",142
"SABER PRO - 2019",41,"Razonamiento Cuantitativo","Medellín",4808,"Ingenieria Biologica","Ciencias Naturales Y Exactas",205
"SABER PRO - 2019",81,"Inglés","Manizales",4686,"Ingenieria Electrica","Ingeniería",169
"SABER PRO - 2019",16,"Formulación De Proyectos De Ingeniería","Medellín",5177,"Ingenieria Agricola","Ingeniería",171
"SABER PRO - 2019",104,"Diseño De Software","Bogotá",2644,"Ingenieria De Sistemas","Ingeniería",186
"SABER PRO - 2019",7,"Competencias Ciudadanas","Bogotá",2795,"Musica","Bellas Artes Y Diseño",170
"SABER PRO - 2019",105,"Razonamiento Cuantitativo","Bogotá",55,"Psicologia","Psicología",180
"SABER PRO - 2019",70,"Cuidado De Enfermería En Los Ámbitos Clínico Y Comunitario","Bogotá",5100,"Enfermeria","Enfermería",186
"SABER PRO - 2019",42,"Competencias Ciudadanas","Bogotá",6095,"Lingüistica","Humanidades",184
"SABER PRO - 2019",158,"Razonamiento Cuantitativo","Bogotá",4280,"Ingenieria Quimica","Ingeniería",208
"SABER PRO - 2019",62,"Formulación De Proyectos De Ingeniería","Palmira",969,"Ingenieria Agroindustrial","Ingeniería",147
"SABER PRO - 2019",20,"Razonamiento Cuantitativo","Manizales",3181,"Gestion Cultural Y Comunicativa","Ciencias Sociales",155
"SABER PRO - 2019",158,"Competencias Ciudadanas","Bogotá",4280,"Ingenieria Quimica","Ingeniería",184
"SABER PRO - 2019",42,"Comunicación Escrita","Medellín",1917,"Historia","Humanidades",153
"SABER PRO - 2019",47,"Comunicación Escrita","Bogotá",189,"Literatura (Estudios Literarios)","Humanidades",170
"SABER PRO - 2019",46,"Comunicación Escrita","Bogotá",1054,"Filosofia","Humanidades",171
"SABER PRO - 2019",61,"Producción Agrícola","Palmira",4789,"Ingenieria Agronomica","Ciencias Agropecuarias",170
"SABER PRO - 2019",57,"Formulación De Proyectos De Ingeniería","Medellín",5517,"Ingenieria De Sistemas E Informatica","Ingeniería",165
"SABER PRO - 2019",104,"Pensamiento Científico - Matemáticas Y Estadística","Bogotá",2644,"Ingenieria De Sistemas","Ingeniería",166
"SABER PRO - 2019",78,"Comunicación Escrita","Medellín",5063,"Ingenieria Geologica","Ciencias Naturales Y Exactas",150
"SABER PRO - 2019",28,"Comunicación Escrita","Palmira",91,"Zootecnia","Ciencias Agropecuarias",133
"SABER PRO - 2019",20,"Comunicación Escrita","Medellín",6355,"Zootecnia","Ciencias Agropecuarias",135
"SABER PRO - 2019",56,"Comunicación Escrita","Bogotá",468,"Ingenieria Electronica","Ingeniería",150
"SABER PRO - 2019",43,"Lectura Crítica","Bogotá",2794,"Artes Plasticas","Bellas Artes Y Diseño",191
"SABER PRO - 2019",38,"Pensamiento Científico - Ciencias Biológicas","Palmira",3728,"Ingenieria Agricola","Ingeniería",144
"SABER PRO - 2019",53,"Inglés","Medellín",3787,"Ciencia Política","Ciencias Sociales",182
"SABER PRO - 2019",30,"Lectura Crítica","Medellín",29,"Economia","Economía",186
"SABER PRO - 2019",23,"Pensamiento Científico - Matemáticas Y Estadística","Medellín",183,"Estadistica","Ciencias Naturales Y Exactas",163
"SABER PRO - 2019",69,"Razonamiento Cuantitativo","Bogotá",2645,"Nutricion Y Dietetica","Salud",183
"SABER PRO - 2019",61,"Comunicación Escrita","Bogotá",3084,"Geologia","Ciencias Naturales Y Exactas",158
"SABER PRO - 2019",50,"Razonamiento Cuantitativo","Manizales",2214,"Ingenieria Industrial","Ingeniería",183
"SABER PRO - 2019",87,"Razonamiento Cuantitativo","Bogotá",1875,"Filologia E Idiomas","Humanidades",171
"SABER PRO - 2019",42,"Investigación En Ciencias Sociales","Medellín",1917,"Historia","Humanidades",167
"SABER PRO - 2019",62,"Lectura Crítica","Bogotá",3668,"Trabajo Social","Ciencias Sociales",187
"SABER PRO - 2019",16,"Razonamiento Cuantitativo","Medellín",5177,"Ingenieria Agricola","Ingeniería",185
"SABER PRO - 2019",91,"Inglés","Medellín",3179,"Ingenieria Administrativa","Administración Y Afines",183
"SABER PRO - 2019",105,"Competencias Ciudadanas","Bogotá",55,"Psicologia","Psicología",190
"SABER PRO - 2019",20,"Competencias Ciudadanas","Medellín",6355,"Zootecnia","Ciencias Agropecuarias",160
"SABER PRO - 2019",21,"Competencias Ciudadanas","Bogotá",4166,"Fonoaudiologia","Salud",173
"SABER PRO - 2019",53,"Competencias Ciudadanas","Medellín",3787,"Ciencia Política","Ciencias Sociales",192
"SABER PRO - 2019",63,"Inglés","Palmira",969,"Ingenieria Agroindustrial","Ingeniería",164
"SABER PRO - 2019",42,"Evaluar","Bogotá",15721,"Español Y Filologia Clasica","Bellas Artes Y Diseño",193
"SABER PRO - 2019",62,"Salud Y Bienestar Animal","Bogotá",3033,"Medicina Veterinaria","Ciencias Agropecuarias",191
"SABER PRO - 2019",45,"Competencias Ciudadanas","Bogotá",1920,"Musica Instrumental","Bellas Artes Y Diseño",144
"SABER PRO - 2019",50,"Inglés","Manizales",2214,"Ingenieria Industrial","Ingeniería",179
"SABER PRO - 2019",20,"Lectura Crítica","Manizales",3181,"Gestion Cultural Y Comunicativa","Ciencias Sociales",173
"SABER PRO - 2019",107,"Inglés","Bogotá",5551,"Administracion De Empresas","Administración Y Afines",189
"SABER PRO - 2019",44,"Comunicación Escrita","Bogotá",4168,"Zootecnia","Ciencias Agropecuarias",151
"SABER PRO - 2019",44,"Razonamiento Cuantitativo","Bogotá",6444,"Matematicas","Ciencias Naturales Y Exactas",204
"SABER PRO - 2019",54,"Gestión Financiera","Palmira",968,"Administracion De Empresas","Administración Y Afines",156
"SABER PRO - 2019",68,"Competencias Ciudadanas","Medellín",5064,"Ingenieria Industrial","Ingeniería",169
"SABER PRO - 2019",128,"Inglés","Manizales",1767,"Administracion De Empresas","Administración Y Afines",164
"SABER PRO - 2019",90,"Comunicación Escrita","Manizales",1348,"Ingenieria Civil","Ingeniería",144
"SABER PRO - 2019",42,"Razonamiento Cuantitativo","Bogotá",6095,"Lingüistica","Humanidades",167
"SABER PRO - 2019",46,"Lectura Crítica","Bogotá",1054,"Filosofia","Humanidades",202
