"EXAMEN","CANTIDADEVALUADOS","NOMBRE_PRUEBA","NOMBRE_SEDE","ID_PROGRAMA_ACAD","NOMBRE_PROGRAMA_ACAD","NOMBRE_GRUPOREF","PROMEDIO_PRUEBA"
"SABER PRO - 2019",67,"Promoción De La Salud Y Prevención De La Enfermedad","Bogotá",2645,"Nutricion Y Dietetica","Salud",174
"SABER PRO - 2019",17,"Razonamiento Cuantitativo","Medellín",6510,"Ingenieria Agronomica","Ciencias Agropecuarias",179
"SABER PRO - 2019",91,"Lectura Crítica","Medellín",3179,"Ingenieria Administrativa","Administración Y Afines",186
"SABER PRO - 2019",35,"Lectura Crítica","Medellín",5602,"Ingenieria De Petroleos","Ingeniería",187
"SABER PRO - 2019",67,"Inglés","Manizales",2655,"Arquitectura","Arquitectura Y Urbanismo",174
"SABER PRO - 2019",47,"Lectura Crítica","Bogotá",4305,"Geografia","Ciencias Sociales",180
"SABER PRO - 2019",57,"Razonamiento Cuantitativo","Medellín",5517,"Ingenieria De Sistemas E Informatica","Ingeniería",202
"SABER PRO - 2019",23,"Comunicación Escrita","Medellín",183,"Estadistica","Ciencias Naturales Y Exactas",140
"SABER PRO - 2019",115,"Comunicación Escrita","Bogotá",185,"Ciencia Política","Ciencias Sociales",167
"SABER PRO - 2019",7,"Inglés","Bogotá",2795,"Musica","Bellas Artes Y Diseño",199
"SABER PRO - 2019",51,"Competencias Ciudadanas","Bogotá",3761,"Ingenieria Agricola","Ingeniería",170
"SABER PRO - 2019",57,"Razonamiento Cuantitativo","Bogotá",1919,"Ingenieria Mecatronica","Ingeniería",217
"SABER PRO - 2019",43,"Lectura Crítica","Medellín",3786,"Ingenieria Fisica","Ciencias Naturales Y Exactas",175
"SABER PRO - 2019",68,"Inglés","Medellín",868,"Ingenieria De Minas Y Metalurgia","Ingeniería",182
"SABER PRO - 2019",48,"Pensamiento Científico - Matemáticas Y Estadística","Manizales",2214,"Ingenieria Industrial","Ingeniería",151
"SABER PRO - 2019",34,"Razonamiento Cuantitativo","Medellín",1053,"Ingenieria De Control","Ingeniería",205
"SABER PRO - 2019",32,"Formulación De Proyectos De Ingeniería","Medellín",2766,"Ingenieria Forestal","Ingeniería",166
"SABER PRO - 2019",46,"Lectura Crítica","Manizales",6883,"Administracion De Sistemas Informáticos","Ingeniería",158
"SABER PRO - 2019",51,"Razonamiento Cuantitativo","Medellín",2555,"Ingenieria Ambiental","Ingeniería",196
"SABER PRO - 2019",61,"Inglés","Medellín",4644,"Ingenieria Electrica","Ingeniería",186
"SABER PRO - 2019",44,"Inglés","Bogotá",6444,"Matematicas","Ciencias Naturales Y Exactas",189
"SABER PRO - 2019",127,"Comunicación Escrita","Bogotá",905,"Ingenieria Civil","Ingeniería",154
"SABER PRO - 2019",61,"Diseño De Procesos Industriales","Medellín",118,"Ingenieria Quimica","Ingeniería",159
"SABER PRO - 2019",67,"Estudio Proyectual","Manizales",2655,"Arquitectura","Arquitectura Y Urbanismo",183
"SABER PRO - 2019",11,"Competencias Ciudadanas","Bogotá",4167,"Terapia Ocupacional","Salud",182
"SABER PRO - 2019",68,"Inglés","Bogotá",467,"Contaduria Publica","Contaduría Y Afines",190
"SABER PRO - 2019",42,"Lectura Crítica","Bogotá",6095,"Lingüistica","Humanidades",193
"SABER PRO - 2019",21,"Promoción De La Salud Y Prevención De La Enfermedad","Bogotá",4166,"Fonoaudiologia","Salud",170
"SABER PRO - 2019",46,"Competencias Ciudadanas","Bogotá",1054,"Filosofia","Humanidades",192
"SABER PRO - 2019",83,"Pensamiento Científico - Ciencias Biológicas","Bogotá",1383,"Biologia","Ciencias Naturales Y Exactas",179
"SABER PRO - 2019",116,"Competencias Ciudadanas","Bogotá",185,"Ciencia Política","Ciencias Sociales",192
"SABER PRO - 2019",57,"Diseño De Software","Medellín",5517,"Ingenieria De Sistemas E Informatica","Ingeniería",186
"SABER PRO - 2019",51,"Competencias Ciudadanas","Medellín",2555,"Ingenieria Ambiental","Ingeniería",181
"SABER PRO - 2019",105,"Inglés","Bogotá",2644,"Ingenieria De Sistemas","Ingeniería",201
"SABER PRO - 2019",72,"Inglés","Bogotá",5100,"Enfermeria","Enfermería",174
"SABER PRO - 2019",51,"Inglés","Medellín",2555,"Ingenieria Ambiental","Ingeniería",185
"SABER PRO - 2019",35,"Inglés","Medellín",5602,"Ingenieria De Petroleos","Ingeniería",191
"SABER PRO - 2019",68,"Gestión Financiera","Bogotá",467,"Contaduria Publica","Contaduría Y Afines",206
"SABER PRO - 2019",16,"Inglés","Medellín",5177,"Ingenieria Agricola","Ingeniería",162
"SABER PRO - 2019",12,"Razonamiento Cuantitativo","Manizales",95,"Matematicas","Ciencias Naturales Y Exactas",198
"SABER PRO - 2019",9,"Inglés","Medellín",521,"Matematicas","Ciencias Naturales Y Exactas",178
"SABER PRO - 2019",45,"Pensamiento Científico - Ciencias Físicas","Bogotá",519,"Fisica","Ciencias Naturales Y Exactas",182
"SABER PRO - 2019",46,"Investigación En Ciencias Sociales","Bogotá",4305,"Geografia","Ciencias Sociales",170
"SABER PRO - 2019",157,"Comunicación Escrita","Bogotá",4280,"Ingenieria Quimica","Ingeniería",161
"SABER PRO - 2019",46,"Razonamiento Cuantitativo","Bogotá",1054,"Filosofia","Humanidades",175
"SABER PRO - 2019",42,"Razonamiento Cuantitativo","Bogotá",15721,"Español Y Filologia Clasica","Bellas Artes Y Diseño",164
"SABER PRO - 2019",69,"Razonamiento Cuantitativo","Bogotá",3666,"Ingenieria Industrial","Ingeniería",202
"SABER PRO - 2019",78,"Inglés","Medellín",5063,"Ingenieria Geologica","Ciencias Naturales Y Exactas",186
"SABER PRO - 2019",51,"Comunicación Escrita","Bogotá",3761,"Ingenieria Agricola","Ingeniería",157
"SABER PRO - 2019",96,"Competencias Ciudadanas","Bogotá",5101,"Ingenieria Electrica","Ingeniería",175
"SABER PRO - 2019",63,"Lectura Crítica","Palmira",969,"Ingenieria Agroindustrial","Ingeniería",164
"SABER PRO - 2019",43,"Razonamiento Cuantitativo","Bogotá",2794,"Artes Plasticas","Bellas Artes Y Diseño",173
"SABER PRO - 2019",38,"Formulación De Proyectos De Ingeniería","Palmira",3728,"Ingenieria Agricola","Ingeniería",152
"SABER PRO - 2019",61,"Pensamiento Científico - Ciencias Físicas","Medellín",4644,"Ingenieria Electrica","Ingeniería",172
"SABER PRO - 2019",44,"Inglés","Bogotá",4168,"Zootecnia","Ciencias Agropecuarias",176
"SABER PRO - 2019",53,"Diseño De Sistemas De Control","Bogotá",468,"Ingenieria Electronica","Ingeniería",181
"SABER PRO - 2019",57,"Lectura Crítica","Bogotá",1919,"Ingenieria Mecatronica","Ingeniería",191
"SABER PRO - 2019",63,"Comunicación Escrita","Palmira",1812,"Ingenieria Ambiental","Ingeniería",144
"SABER PRO - 2019",87,"Competencias Ciudadanas","Bogotá",1875,"Filologia E Idiomas","Humanidades",177
"SABER PRO - 2019",61,"Formulación De Proyectos De Ingeniería","Medellín",4644,"Ingenieria Electrica","Ingeniería",179
"SABER PRO - 2019",96,"Inglés","Bogotá",5101,"Ingenieria Electrica","Ingeniería",190
"SABER PRO - 2019",57,"Comunicación Escrita","Medellín",5517,"Ingenieria De Sistemas E Informatica","Ingeniería",147
"SABER PRO - 2019",68,"Formulación De Proyectos De Ingeniería","Medellín",5064,"Ingenieria Industrial","Ingeniería",173
"SABER PRO - 2019",65,"Competencias Ciudadanas","Manizales",5627,"Ingenieria Quimica","Ingeniería",163
"SABER PRO - 2019",9,"Competencias Ciudadanas","Medellín",521,"Matematicas","Ciencias Naturales Y Exactas",148
"SABER PRO - 2019",81,"Razonamiento Cuantitativo","Manizales",4686,"Ingenieria Electrica","Ingeniería",186
"SABER PRO - 2019",46,"Lectura Crítica","Bogotá",519,"Fisica","Ciencias Naturales Y Exactas",198
"SABER PRO - 2019",70,"Comunicación Escrita","Bogotá",3139,"Ingenieria Agronomica","Ciencias Agropecuarias",154
"SABER PRO - 2019",84,"Inglés","Bogotá",3667,"Ingenieria Mecanica","Ingeniería",198
"SABER PRO - 2019",61,"Formulación De Proyectos De Ingeniería","Medellín",118,"Ingenieria Quimica","Ingeniería",172
"SABER PRO - 2019",20,"Razonamiento Cuantitativo","Medellín",6355,"Zootecnia","Ciencias Agropecuarias",174
"SABER PRO - 2019",64,"Diseño De Procesos Industriales","Manizales",5627,"Ingenieria Quimica","Ingeniería",154
"SABER PRO - 2019",78,"Lectura Crítica","Medellín",5063,"Ingenieria Geologica","Ciencias Naturales Y Exactas",176
"SABER PRO - 2019",55,"Comunicación Escrita","Palmira",968,"Administracion De Empresas","Administración Y Afines",144
"SABER PRO - 2019",42,"Competencias Ciudadanas","Bogotá",15721,"Español Y Filologia Clasica","Bellas Artes Y Diseño",185
"SABER PRO - 2019",123,"Inglés","Bogotá",6811,"Derecho","Derecho",189
"SABER PRO - 2019",31,"Investigación En Ciencias Sociales","Bogotá",4306,"Historia","Humanidades",179
"SABER PRO - 2019",88,"Lectura Crítica","Bogotá",3788,"Antropologia","Ciencias Sociales",197
"SABER PRO - 2019",61,"Diseño De Sistemas De Control","Manizales",1768,"Ingenieria Electronica","Ingeniería",153
"SABER PRO - 2019",47,"Lectura Crítica","Bogotá",189,"Literatura (Estudios Literarios)","Humanidades",193
"SABER PRO - 2019",65,"Razonamiento Cuantitativo","Manizales",5627,"Ingenieria Quimica","Ingeniería",188
"SABER PRO - 2019",48,"Formulación De Proyectos De Ingeniería","Manizales",2214,"Ingenieria Industrial","Ingeniería",164
"SABER PRO - 2019",58,"Diseño De Sistemas Productivos Y Logísticos","Bogotá",3666,"Ingenieria Industrial","Ingeniería",188
"SABER PRO - 2019",46,"Competencias Ciudadanas","Manizales",6883,"Administracion De Sistemas Informáticos","Ingeniería",148
"SABER PRO - 2019",79,"Comunicación Escrita","Medellín",428,"Ingenieria Mecanica","Ingeniería",158
"SABER PRO - 2019",33,"Inglés","Palmira",6535,"Diseño Industrial","Bellas Artes Y Diseño",165
"SABER PRO - 2019",61,"Competencias Ciudadanas","Medellín",118,"Ingenieria Quimica","Ingeniería",177
"SABER PRO - 2019",81,"Formulación De Proyectos De Ingeniería","Manizales",4686,"Ingenieria Electrica","Ingeniería",163
"SABER PRO - 2019",46,"Razonamiento Cuantitativo","Bogotá",519,"Fisica","Ciencias Naturales Y Exactas",220
"SABER PRO - 2019",21,"Inglés","Bogotá",4166,"Fonoaudiologia","Salud",176
"SABER PRO - 2019",88,"Competencias Ciudadanas","Bogotá",3788,"Antropologia","Ciencias Sociales",188
"SABER PRO - 2019",83,"Competencias Ciudadanas","Medellín",4643,"Arquitectura","Arquitectura Y Urbanismo",162
"SABER PRO - 2019",42,"Inglés","Bogotá",6095,"Lingüistica","Humanidades",189
"SABER PRO - 2019",55,"Comunicación Escrita","Bogotá",6945,"Diseño Grafico","Bellas Artes Y Diseño",150
"SABER PRO - 2019",140,"Competencias Ciudadanas","Medellín",5516,"Ingenieria Civil","Ingeniería",171
"SABER PRO - 2019",127,"Lectura Crítica","Bogotá",905,"Ingenieria Civil","Ingeniería",188
"SABER PRO - 2019",61,"Comunicación Escrita","Medellín",4644,"Ingenieria Electrica","Ingeniería",149
"SABER PRO - 2019",138,"Diseño De Obras De Infraestructura","Medellín",5516,"Ingenieria Civil","Ingeniería",177
"SABER PRO - 2019",63,"Competencias Ciudadanas","Palmira",969,"Ingenieria Agroindustrial","Ingeniería",151
"SABER PRO - 2019",127,"Inglés","Bogotá",905,"Ingenieria Civil","Ingeniería",192
"SABER PRO - 2019",55,"Lectura Crítica","Palmira",968,"Administracion De Empresas","Administración Y Afines",165
"SABER PRO - 2019",150,"Formulación De Proyectos De Ingeniería","Bogotá",4280,"Ingenieria Quimica","Ingeniería",176
"SABER PRO - 2019",82,"Competencias Ciudadanas","Bogotá",3789,"Diseño Industrial","Bellas Artes Y Diseño",179
"SABER PRO - 2019",63,"Razonamiento Cuantitativo","Palmira",1812,"Ingenieria Ambiental","Ingeniería",175
"SABER PRO - 2019",67,"Competencias Ciudadanas","Bogotá",2208,"Odontologia","Salud",167
"SABER PRO - 2019",79,"Diseño De Sistemas Mecánicos","Medellín",428,"Ingenieria Mecanica","Ingeniería",176
"SABER PRO - 2019",82,"Estudio Proyectual","Medellín",4643,"Arquitectura","Arquitectura Y Urbanismo",181
"SABER PRO - 2019",114,"Competencias Ciudadanas","Bogotá",5552,"Economia","Economía",196
"SABER PRO - 2019",47,"Inglés","Bogotá",189,"Literatura (Estudios Literarios)","Humanidades",202
"SABER PRO - 2019",47,"Inglés","Bogotá",4305,"Geografia","Ciencias Sociales",184
"SABER PRO - 2019",65,"Inglés","Manizales",5627,"Ingenieria Quimica","Ingeniería",175
"SABER PRO - 2019",90,"Inglés","Manizales",1348,"Ingenieria Civil","Ingeniería",178
"SABER PRO - 2019",47,"Razonamiento Cuantitativo","Bogotá",189,"Literatura (Estudios Literarios)","Humanidades",173
"SABER PRO - 2019",98,"Proyecto De Arquitectura","Bogotá",6810,"Arquitectura","Arquitectura Y Urbanismo",161
"SABER PRO - 2019",82,"Formulación De Proyectos De Ingeniería","Bogotá",3667,"Ingenieria Mecanica","Ingeniería",170
"SABER PRO - 2019",68,"Competencias Ciudadanas","Bogotá",467,"Contaduria Publica","Contaduría Y Afines",186
"SABER PRO - 2019",46,"Pensamiento Científico - Matemáticas Y Estadística","Manizales",6883,"Administracion De Sistemas Informáticos","Ingeniería",133
"SABER PRO - 2019",28,"Razonamiento Cuantitativo","Palmira",91,"Zootecnia","Ciencias Agropecuarias",143
"SABER PRO - 2019",26,"Competencias Ciudadanas","Medellín",4303,"Artes Plasticas","Bellas Artes Y Diseño",153
"SABER PRO - 2019",61,"Lectura Crítica","Medellín",118,"Ingenieria Quimica","Ingeniería",186
"SABER PRO - 2019",34,"Pensamiento Científico - Ciencias Físicas","Medellín",1053,"Ingenieria De Control","Ingeniería",155
"SABER PRO - 2019",57,"Pensamiento Científico - Matemáticas Y Estadística","Medellín",5517,"Ingenieria De Sistemas E Informatica","Ingeniería",160
"SABER PRO - 2019",28,"Inglés","Palmira",91,"Zootecnia","Ciencias Agropecuarias",149
"SABER PRO - 2019",62,"Razonamiento Cuantitativo","Bogotá",6948,"Sociologia","Ciencias Sociales",182
"SABER PRO - 2019",7,"Lectura Crítica","Bogotá",2795,"Musica","Bellas Artes Y Diseño",172
"SABER PRO - 2019",84,"Competencias Ciudadanas","Bogotá",3667,"Ingenieria Mecanica","Ingeniería",177
"SABER PRO - 2019",64,"Pensamiento Científico - Química","Manizales",5627,"Ingenieria Quimica","Ingeniería",161
"SABER PRO - 2019",191,"Competencias Ciudadanas","Bogotá",5658,"Medicina","Medicina",185
"SABER PRO - 2019",55,"Razonamiento Cuantitativo","Palmira",968,"Administracion De Empresas","Administración Y Afines",162
"SABER PRO - 2019",33,"Competencias Ciudadanas","Palmira",6535,"Diseño Industrial","Bellas Artes Y Diseño",161
"SABER PRO - 2019",28,"Razonamiento Cuantitativo","Bogotá",3665,"Fisioterapia","Salud",182
"SABER PRO - 2019",46,"Comunicación Escrita","Manizales",6883,"Administracion De Sistemas Informáticos","Ingeniería",150
"SABER PRO - 2019",19,"Inglés","Medellín",6355,"Zootecnia","Ciencias Agropecuarias",160
"SABER PRO - 2019",63,"Lectura Crítica","Bogotá",3033,"Medicina Veterinaria","Ciencias Agropecuarias",184
"SABER PRO - 2019",91,"Competencias Ciudadanas","Medellín",3179,"Ingenieria Administrativa","Administración Y Afines",178
"SABER PRO - 2019",61,"Competencias Ciudadanas","Bogotá",3084,"Geologia","Ciencias Naturales Y Exactas",180
"SABER PRO - 2019",63,"Razonamiento Cuantitativo","Palmira",969,"Ingenieria Agroindustrial","Ingeniería",174
"SABER PRO - 2019",28,"Promoción De La Salud Y Prevención De La Enfermedad","Bogotá",3665,"Fisioterapia","Salud",183
"SABER PRO - 2019",54,"Formulación, Evaluación Y Gestión De Proyectos","Palmira",968,"Administracion De Empresas","Administración Y Afines",181
"SABER PRO - 2019",94,"Diseño De Sistemas De Control","Bogotá",5101,"Ingenieria Electrica","Ingeniería",166
"SABER PRO - 2019",81,"Generación De Artefactos","Bogotá",3789,"Diseño Industrial","Bellas Artes Y Diseño",187
"SABER PRO - 2019",128,"Razonamiento Cuantitativo","Manizales",1767,"Administracion De Empresas","Administración Y Afines",164
"SABER PRO - 2019",62,"Comunicación Escrita","Bogotá",3668,"Trabajo Social","Ciencias Sociales",167
"SABER PRO - 2019",68,"Comunicación Escrita","Medellín",5064,"Ingenieria Industrial","Ingeniería",155
"SABER PRO - 2019",61,"Comunicación Escrita","Medellín",118,"Ingenieria Quimica","Ingeniería",156
"SABER PRO - 2019",105,"Comunicación Escrita","Bogotá",2644,"Ingenieria De Sistemas","Ingeniería",153
"SABER PRO - 2019",62,"Formulación De Proyectos De Ingeniería","Palmira",1812,"Ingenieria Ambiental","Ingeniería",154
"SABER PRO - 2019",67,"Lectura Crítica","Bogotá",2208,"Odontologia","Salud",178
"SABER PRO - 2019",55,"Competencias Ciudadanas","Bogotá",6945,"Diseño Grafico","Bellas Artes Y Diseño",176
"SABER PRO - 2019",79,"Razonamiento Cuantitativo","Medellín",428,"Ingenieria Mecanica","Ingeniería",210
"SABER PRO - 2019",105,"Lectura Crítica","Bogotá",55,"Psicologia","Psicología",196
"SABER PRO - 2019",40,"Competencias Ciudadanas","Medellín",1916,"Construccion","Arquitectura Y Urbanismo",154
"SABER PRO - 2019",11,"Lectura Crítica","Bogotá",4167,"Terapia Ocupacional","Salud",181
"SABER PRO - 2019",48,"Diseño De Sistemas Productivos Y Logísticos","Manizales",2214,"Ingenieria Industrial","Ingeniería",161
"SABER PRO - 2019",43,"Inglés","Bogotá",2794,"Artes Plasticas","Bellas Artes Y Diseño",197
"SABER PRO - 2019",16,"Lectura Crítica","Medellín",5177,"Ingenieria Agricola","Ingeniería",163
"SABER PRO - 2019",50,"Lectura Crítica","Manizales",2214,"Ingenieria Industrial","Ingeniería",182
"SABER PRO - 2019",70,"Razonamiento Cuantitativo","Bogotá",3139,"Ingenieria Agronomica","Ciencias Agropecuarias",192
"SABER PRO - 2019",26,"Lectura Crítica","Medellín",4303,"Artes Plasticas","Bellas Artes Y Diseño",166
"SABER PRO - 2019",90,"Razonamiento Cuantitativo","Manizales",1348,"Ingenieria Civil","Ingeniería",199
"SABER PRO - 2019",42,"Lectura Crítica","Medellín",1917,"Historia","Humanidades",193
"SABER PRO - 2019",63,"Lectura Crítica","Palmira",1812,"Ingenieria Ambiental","Ingeniería",168
"SABER PRO - 2019",72,"Razonamiento Cuantitativo","Bogotá",5100,"Enfermeria","Enfermería",182
"SABER PRO - 2019",86,"Razonamiento Cuantitativo","Bogotá",93,"Quimica","Ciencias Naturales Y Exactas",201
"SABER PRO - 2019",69,"Lectura Crítica","Bogotá",2645,"Nutricion Y Dietetica","Salud",177
"SABER PRO - 2019",42,"Lectura Crítica","Bogotá",15721,"Español Y Filologia Clasica","Bellas Artes Y Diseño",203
"SABER PRO - 2019",61,"Lectura Crítica","Medellín",4644,"Ingenieria Electrica","Ingeniería",170
"SABER PRO - 2019",140,"Razonamiento Cuantitativo","Medellín",5516,"Ingenieria Civil","Ingeniería",212
"SABER PRO - 2019",66,"Atención En Salud","Bogotá",2208,"Odontologia","Salud",170
"SABER PRO - 2019",68,"Formulación De Proyectos De Ingeniería","Bogotá",3139,"Ingenieria Agronomica","Ciencias Agropecuarias",164
"SABER PRO - 2019",72,"Comunicación Escrita","Bogotá",5100,"Enfermeria","Enfermería",157
"SABER PRO - 2019",32,"Comunicación Escrita","Medellín",2766,"Ingenieria Forestal","Ingeniería",148
"SABER PRO - 2019",62,"Pensamiento Científico - Ciencias Biológicas","Palmira",969,"Ingenieria Agroindustrial","Ingeniería",146
"SABER PRO - 2019",7,"Razonamiento Cuantitativo","Bogotá",2795,"Musica","Bellas Artes Y Diseño",181
"SABER PRO - 2019",54,"Gestión De Organizaciones","Palmira",968,"Administracion De Empresas","Administración Y Afines",192
"SABER PRO - 2019",90,"Diseño De Obras De Infraestructura","Manizales",1348,"Ingenieria Civil","Ingeniería",165
"SABER PRO - 2019",120,"Razonamiento Cuantitativo","Bogotá",1469,"Farmacia","Salud",197
"SABER PRO - 2019",43,"Competencias Ciudadanas","Bogotá",186,"Cine Y Television","Bellas Artes Y Diseño",177
"SABER PRO - 2019",68,"Inglés","Medellín",5064,"Ingenieria Industrial","Ingeniería",185
"SABER PRO - 2019",190,"Promoción De La Salud Y Prevención De La Enfermedad","Bogotá",5658,"Medicina","Medicina",182
"SABER PRO - 2019",123,"Comunicación Jurídica","Bogotá",6811,"Derecho","Derecho",195
"SABER PRO - 2019",107,"Comunicación Escrita","Bogotá",5551,"Administracion De Empresas","Administración Y Afines",160
"SABER PRO - 2019",7,"Comunicación Escrita","Bogotá",2795,"Musica","Bellas Artes Y Diseño",129
"SABER PRO - 2019",9,"Comunicación Escrita","Medellín",521,"Matematicas","Ciencias Naturales Y Exactas",149
"SABER PRO - 2019",62,"Competencias Ciudadanas","Bogotá",6948,"Sociologia","Ciencias Sociales",195
"SABER PRO - 2019",53,"Lectura Crítica","Medellín",3787,"Ciencia Política","Ciencias Sociales",191
"SABER PRO - 2019",82,"Razonamiento Cuantitativo","Bogotá",3789,"Diseño Industrial","Bellas Artes Y Diseño",184
"SABER PRO - 2019",47,"Razonamiento Cuantitativo","Bogotá",4305,"Geografia","Ciencias Sociales",176
"SABER PRO - 2019",91,"Comunicación Escrita","Medellín",3179,"Ingenieria Administrativa","Administración Y Afines",158
"SABER PRO - 2019",61,"Pensamiento Científico - Química","Medellín",118,"Ingenieria Quimica","Ingeniería",167
"SABER PRO - 2019",55,"Inglés","Bogotá",6945,"Diseño Grafico","Bellas Artes Y Diseño",200
"SABER PRO - 2019",68,"Diseño De Sistemas Productivos Y Logísticos","Medellín",5064,"Ingenieria Industrial","Ingeniería",170
"SABER PRO - 2019",16,"Comunicación Escrita","Medellín",5177,"Ingenieria Agricola","Ingeniería",144
"SABER PRO - 2019",55,"Competencias Ciudadanas","Palmira",968,"Administracion De Empresas","Administración Y Afines",159
"SABER PRO - 2019",65,"Comunicación Escrita","Manizales",5627,"Ingenieria Quimica","Ingeniería",138
"SABER PRO - 2019",72,"Competencias Ciudadanas","Bogotá",5100,"Enfermeria","Enfermería",174
"SABER PRO - 2019",62,"Comunicación Escrita","Bogotá",6948,"Sociologia","Ciencias Sociales",163
"SABER PRO - 2019",37,"Razonamiento Cuantitativo","Manizales",5245,"Ingenieria Fisica","Ciencias Naturales Y Exactas",191
"SABER PRO - 2019",20,"Competencias Ciudadanas","Manizales",3181,"Gestion Cultural Y Comunicativa","Ciencias Sociales",164
"SABER PRO - 2019",42,"Competencias Ciudadanas","Medellín",1917,"Historia","Humanidades",179
"SABER PRO - 2019",42,"Inglés","Medellín",1917,"Historia","Humanidades",177
"SABER PRO - 2019",78,"Competencias Ciudadanas","Medellín",5063,"Ingenieria Geologica","Ciencias Naturales Y Exactas",170
"SABER PRO - 2019",42,"Comunicación Escrita","Bogotá",6095,"Lingüistica","Humanidades",172
"SABER PRO - 2019",56,"Inglés","Bogotá",468,"Ingenieria Electronica","Ingeniería",198
"SABER PRO - 2019",57,"Inglés","Medellín",5517,"Ingenieria De Sistemas E Informatica","Ingeniería",196
"SABER PRO - 2019",34,"Inglés","Medellín",1053,"Ingenieria De Control","Ingeniería",185
"SABER PRO - 2019",123,"Gestión Del Conflicto","Bogotá",6811,"Derecho","Derecho",183
"SABER PRO - 2019",66,"Promoción De La Salud Y Prevención De La Enfermedad","Bogotá",2208,"Odontologia","Salud",164
"SABER PRO - 2019",89,"Inglés","Bogotá",1383,"Biologia","Ciencias Naturales Y Exactas",201
"SABER PRO - 2019",69,"Comunicación Escrita","Bogotá",3666,"Ingenieria Industrial","Ingeniería",160
"SABER PRO - 2019",62,"Comunicación Escrita","Manizales",1768,"Ingenieria Electronica","Ingeniería",139
